Id,Denumire,Categorie,Imagine,Clasa_Eenergetica,Pret,Url,Consum_energetic,UM
78,"Televizor LED, Vision Touch VTTV A4001, 100 cm, Full HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/0/108939-1_1.jpg,Clasa F,1399.99,https://www.flanco.ro/vision-touch-vttv-a4001-tv-led-102-cm-full-hd.html,0.044,kWh
79,"Televizor Smart LED, Samsung 43AU9082, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146473-1.jpg,Clasa G,2199,https://www.flanco.ro/televizor-smart-led-samsung-43au9082-108-cm-ultra-hd-4k.html,0.073,kWh
80,"Televizor Smart LED, Allview 58EPLAY6000-U 147 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144494_1.jpg,Clasa G,2799.99,https://www.flanco.ro/televizor-smart-led-allview-58eplay6000-u-147-cm-ultra-hd-4k-android.html,0.112,kWh
81,"Televizor Smart LED, Samsung 75AU7172, 189 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146468-1.jpg,Clasa G,4999.99,https://www.flanco.ro/televizor-smart-led-samsung-75au7172-189-cm-ultra-hd-4k.html,0.155,kWh
82,"Televizor Smart LED, Horizon 55HL7590U/B, 139 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140795-1_1.jpg,Clasa G,1829.99,https://www.flanco.ro/televizor-smart-led-horizon-55hl7590u-b-139-cm-ultra-hd-4k.html,0.082,kWh
83,"Televizor LED, Tesla 32T312BH, 80 cm, HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_tesla_32t312bh_4_2.jpg,Clasa F,769.99,https://www.flanco.ro/televizor-led-tesla-32t312bh-80-cm-hd-clasa-f.html,0.322,kWh
84,"Televizor Smart QLED, Samsung 55Q70A, 138 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146491-1.jpg,Clasa F,3499.99,https://www.flanco.ro/televizor-smart-qled-samsung-55q70a-138-cm-ultra-hd-4k.html,0.077,kWh
85,"Televizor Smart LED, Samsung 65AU8072, 163 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146470-1.jpg,Clasa G,3399.99,https://www.flanco.ro/televizor-smart-led-samsung-65au8072-163-cm-ultra-hd-4k.html,0.137,kWh
86,"Televizor Smart QLED, Samsung 55QN90A, 138 cm, Ultra HD 4K, Neo QLED, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146504-1.jpg,Clasa F,8599.99,https://www.flanco.ro/televizor-smart-qled-samsung-55qn90a-138-cm-ultra-hd-4k-neo-qled.html,0.084,kWh
87,"Televizor Smart QLED, Samsung 75Q80A, 189 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146492-1_1.jpg,Clasa G,12999.99,https://www.flanco.ro/televizor-smart-qled-samsung-75q80a-189-cm-ultra-hd-4k.html,0.165,kWh
88,"Televizor Smart LED, LG 43UP81003LR, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_lg_43up81003lr.jpg,Clasa G,2899.99,https://www.flanco.ro/televizor-smart-led-lg-43up81003lr-108-cm-ultra-hd-4k-clasa-g.html,0.065,kWh
89,"Televizor Smart LED, Horizon 32HL7390F/B, 80 cm, Full HD, Android, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_horizon_32hl7390fb_1_.jpg,Clasa F,939.99,https://www.flanco.ro/televizor-smart-led-horizon-32hl7390f-b-80-cm-full-hd-android-clasa-f.html,0.032,kWh
90,"Televizor Smart LED, Samsung 50AU9082, 125 cm, 4K Ultra HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_50au9082.jpg,Clasa G,2599.99,https://www.flanco.ro/televizor-smart-led-samsung-50au9082-125-cm-4k-ultra-hd-clasa-g.html,0.089,kWh
91,"Televizor Smart LED, Sony 43X81J, 108 cm, Ultra HD 4K, Google TV, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146415-1_2.jpg,Clasa G,4299.99,https://www.flanco.ro/televizor-smart-led-sony-43x81j-108-cm-ultra-hd-4k-google-tv.html,0.06,kWh
92,"Televizor LED Diamant 24HL4300H/B, 60 cm, HD, HDMI, USB, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_diamant_24hl4300h.jpg,Clasa F,849.99,https://www.flanco.ro/televizor-led-diamant-24hl4300h-b-60-cm-hd-hdmi-usb-clasa-f.html,0.031,kWh
93,"Televizor LED Orion 3221SMFHD, 81 cm , Full HD, Smart TV, WiFi, HDMI, Negru, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/3/2/3221smfhd_1.jpg,Clasa F,849.99,https://www.flanco.ro/televizor-led-orion-3221smfhd-81-cm-full-hd-smart-tv-wifi-hdmi-negru-clasa-f.html,0.032,kWh
94,"Televizor Smart LED, LG 75UP75003LC, 189 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146261-1.jpg,Clasa G,5499.99,https://www.flanco.ro/televizor-smart-led-lg-75up75003lc-191-cm-ultra-hd-4k.html,0.171,kWh
95,"Televizor Smart LED, LG 75UP81003LR, 191 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148241-1_1_2.jpg,Clasa G,4699.99,https://www.flanco.ro/televizor-smart-led-lg-75up81003lr-191-cm-ultra-hd-4k-clasa-g.html,0.143,kWh
96,"Televizor LED, Orion 42OR21UHDS, 106 cm, Smart Android, 4K Ultra HD, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/4/2/42or21uhd_1.jpg,Clasa F,1799.99,https://www.flanco.ro/televizor-led-orion-42or21uhds-106-cm-smart-android-4k-ultra-hd-clasa-f.html,0.048,kWh
97,"Televizor Smart Samsung QE50Q60BAUXXH, QLED, 125cm, HDR, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_samsung_qe50q60bauxxh_1.jpg,Clasa F,209.99,https://www.flanco.ro/televizor-smart-samsung-qe50q60bauxxh-qled-125cm-hdr-clasa-f.html,0.067,kWh
98,"Televizor Smart LED, LG 43UP80003LR, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148246-1.jpg,Clasa G,1899.99,https://www.flanco.ro/televizor-smart-led-lg-43up80003lr-108-cm-ultra-hd-4k-clasa-g.html,0.065,kWh
99,"Televizor Smart LED, LG 55UP80003LR.AEU, 139 cm, 4K Ultra HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_lg_55up80003lr.jpg,Clasa G,2349.99,https://www.flanco.ro/televizor-smart-led-lg-55up80003lr-aeu-139-cm-4k-ultra-hd-clasa-g.html,0.099,kWh
100,"Televizor Smart Samsung QE43Q60BAUXXH, QLED, 4K Ultra HD, 108cm, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_samsung_qe43q60bauxxh_1.jpg,Clasa G,299.99,https://www.flanco.ro/televizor-smart-samsung-qe43q60bauxxh-qled-4k-ultra-hd-108cm-clasa-g.html,0.065,kWh
101,"Televizor Smart LED, Horizon 55HL7530U/B, 139 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140791-1_1.jpg,Clasa G,1749.99,https://www.flanco.ro/televizor-smart-led-horizon-55hl7530u-b-139-cm-ultra-hd-4k.html,0.082,kWh
102,"Televizor Smart QLED, Samsung 55QN95A, 138 cm, Ultra HD 4K, Neo QLED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146509-1.jpg,Clasa G,5999.99,https://www.flanco.ro/televizor-smart-qled-samsung-55qn95a-138-cm-ultra-hd-4k-neo-qled.html,0.103,kWh
103,"Televizor Smart LED, Horizon 43HL7390F/B, 108 cm, Full HD, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147104-1.jpg,Clasa E,1349.99,https://www.flanco.ro/televizor-smart-led-horizon-43hl7390f-b-108-cm-full-hd.html,0.042,kWh
104,"Televizor Smart QLED, Samsung 65QN90A, 163 cm, Ultra HD 4K, Neo QLED, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146506-1_2.jpg,Clasa F,7099.99,https://www.flanco.ro/televizor-smart-qled-samsung-65qn90a-163-cm-ultra-hd-4k-neo-qled.html,0.102,kWh
105,"Televizor Smart LED, LG 55NANO813PA, 139 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146862-1.jpg,Clasa G,3099.99,https://www.flanco.ro/televizor-smart-led-lg-55nano813pa-139-cm-ultra-hd-4k.html,0.08,kWh
106,"Televizor Smart LED, LG 55UP81003LR, 139 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148241-1_1_1.jpg,Clasa G,4299.99,https://www.flanco.ro/televizor-smart-led-lg-55up81003lr-139-cm-ultra-hd-4k-clasa-g.html,0.099,kWh
107,"Televizor Smart QLED Samsung 50Q80A, 125 cm, 4K Ultra HD, Gri, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_50q80a_1.jpg,Clasa G,5699.99,https://www.flanco.ro/televizor-smart-qled-samsung-50q80a-125-cm-4k-ultra-hd-gri-clasa-g.html,0.203,kWh
108,"Televizor Horizon 24HL6101H/B, 60 cm, HD, LED, Clasa F, Alb",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_horizon_24hl6101h.jpg,Clasa A+,899.99,https://www.flanco.ro/televizor-horizon-24hl6101h-b-60-cm-hd-led-clasa-f-alb.html,0.022,kWh
109,"Televizor Smart LED, LG 65UP75003LF, 164 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146872-1.jpg,Clasa G,3799.99,https://www.flanco.ro/televizor-smart-led-lg-65up75003lf-164-cm-ultra-hd-4k.html,0.136,kWh
110,"Televizor Smart QLED, Samsung 65QN900A, 163 cm, Ultra HD 8K, Neo QLED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146502-1_1.jpg,Clasa G,15999.99,https://www.flanco.ro/televizor-smart-qled-samsung-65qn900a-163-cm-ultra-hd-8k-neo-qled-clasa-g.html,0.255,kWh
111,"Televizor Smart QLED, Samsung 55QN90B, 138 cm, Ultra HD 4K, HDMI, USB, FreeSync, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_qled_samsung_55qn90b_1.jpg,Clasa F,7999.99,https://www.flanco.ro/televizor-smart-qled-samsung-55qn90b-138-cm-ultra-hd-4k-hdmi-usb-freesync-clasa-f.html,0.077,kWh
112,"Televizor Smart LED, Samsung 75TU7092, 189 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142986-1_4.jpg,Clasa G,4449.99,https://www.flanco.ro/televizor-smart-led-samsung-75tu7092-189-cm-ultra-hd-4k.html,0.154,kWh
113,"Televizor Smart LED, Horizon 43HL8530U/B, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144064-1.jpg,Clasa G,1499.99,https://www.flanco.ro/televizor-smart-led-horizon-43hl8530u-b-108-cm-ultra-hd-4k.html,0.054,kWh
114,"Televizor Smart LED, Horizon 50HL8530U/B, 126 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144065-1.jpg,Clasa G,2399.99,https://www.flanco.ro/televizor-smart-led-horizon-50hl8530u-b-126-cm-ultra-hd-4k.html,0.071,kWh
115,"Televizor Smart QLED, Samsung 65Q60A, 163 cm, Ultra HD 4K, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147222-1.jpg,Clasa F,5999.99,https://www.flanco.ro/televizor-smart-qled-samsung-65q60a-163-cm-ultra-hd-4k.html,0.102,kWh
116,"Televizor Smart LED, Sony 65X81J, 164 cm, Ultra HD 4K, Google TV, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146415-1.jpg,Clasa G,5999.99,https://www.flanco.ro/televizor-smart-led-sony-65x81j-164-cm-ultra-hd-4k-google-tv.html,0.13,kWh
117,"Televizor Smart LED, Sony 50X93J, 125 cm, Ultra HD 4K, Google TV, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147237-1_1.jpg,Clasa G,5899.99,https://www.flanco.ro/televizor-smart-led-sony-50x93j-125-cm-ultra-hd-4k-google-tv.html,0.085,kWh
118,"Televizor Smart QLED, Samsung 65Q70A, 163 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146489-1.jpg,Clasa F,6349.99,https://www.flanco.ro/televizor-smart-qled-samsung-65q70a-163-cm-ultra-hd-4k.html,0.101,kWh
119,"Televizor Smart LED, LG 43NANO793PB, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_samsung_led_12.jpg,Clasa G,2299.99,https://www.flanco.ro/televizor-smart-led-lg-43nano793pb-108-cm-ultra-hd-4k-clasa-g.html,0.066,kWh
120,"Televizor Smart LED, Allview Ql43ePLay6100-U, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148903-1.jpg,Clasa G,2199.99,https://www.flanco.ro/televizor-smart-led-allview-ql43eplay6100-u-108-cm-ultra-hd-4k-clasa-g.html,0.068,kWh
121,"Televizor Xiaomi MiTV-P155, 138 cm, Smart Android, 4K Ultra HD, LED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/3/1/31691_1.jpg,Clasa G,3299.99,https://www.flanco.ro/televizor-xiaomi-mitv-p155-138-cm-smart-android-4k-ultra-hd-led-clasa-g.html,0.115,kWh
122,"Televizor Smart LED, Horizon 50HL7530U/B, 126 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140791-1.jpg,Clasa G,1799.99,https://www.flanco.ro/televizor-smart-led-horizon-50hl7530u-b-126-cm-ultra-hd-4k.html,0.071,kWh
123,"Televizor Smart QLED, Samsung 75Q60A, 189 cm, Ultra HD 4K, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146487-1.jpg,Clasa E,6699.99,https://www.flanco.ro/televizor-smart-qled-samsung-75q60a-189-cm-ultra-hd-4k.html,0.118,kWh
124,"Televizor Smart LED, Sony 65X85J, 163 cm, Ultra HD 4K, Google TV",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147232-1_1.jpg,Clasa G,7499.99,https://www.flanco.ro/televizor-smart-led-sony-65x85j-163-cm-ultra-hd-4k-google-tv.html,0.129,kWh
125,"Televizor Smart LED, Samsung 75AU9072, 189 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146474-1_4.jpg,Clasa G,5599.99,https://www.flanco.ro/televizor-smart-led-samsung-75au9072-189-cm-ultra-hd-4k.html,0.171,kWh
126,"Televizor Smart QLED, Samsung 75QN800A, 189 cm, Ultra HD 8K, Neo QLED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146495-1.jpg,Clasa G,15499.99,https://www.flanco.ro/televizor-smart-qled-samsung-75qn800a-189-cm-ultra-hd-8k-neo-qled-clasa-g.html,0.286,kWh
127,"Televizor Smart QLED, Samsung 75QN900A, 189 cm, Ultra HD 8K, Neo QLED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146502-1_1_1.jpg,Clasa G,20999.99,https://www.flanco.ro/televizor-smart-qled-samsung-75qn900a-189-cm-ultra-hd-8k-neo-qled-clasa-g.html,0.308,kWh
128,"Televizor Smart LED, LG 60UP80003LR.AEU, 152 cm, 4K Ultra HD, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_lg_60up80003lr.jpg,Clasa G,2799.99,https://www.flanco.ro/televizor-smart-led-lg-60up80003lr-aeu-152-cm-4k-ultra-hd-clasa-g.html,0.322,kWh
129,"Televizor Smart LED, Horizon 42HL6330F/B, 106 cm, Full HD, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_horizon_42hl6330f.jpg,Clasa E,1699.99,https://www.flanco.ro/televizor-smart-led-horizon-42hl6330f-b-106-cm-full-hd-clasa-e.html,0.04,kWh
130,"Televizor Xiaomi MiTV-P150, 126 cm, Smart Android, 4K Ultra HD, LED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/3/1/31665_1.jpg,Clasa G,2999.99,https://www.flanco.ro/televizor-xiaomi-mitv-p150-126-cm-smart-android-4k-ultra-hd-led-clasa-g.html,0.106,kWh
131,"Televizor LED, Orion OR3220FHD, 81 cm, Full HD",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/o/r/or3220.jpg,Clasa F,999.99,https://www.flanco.ro/televizor-led-orion-or3220fhd-81-cm-full-hd.html,0.031,kWh
132,"Televizor Smart OLED, Sony 48A9, 121 cm, Ultra HD 4K, Android, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/145774-1.jpg,Clasa G,9999.99,https://www.flanco.ro/televizor-smart-oled-sony-48a9-121-cm-ultra-hd-4k-android-1.html,0.09,kWh
133,"Televizor Smart QLED, Samsung The Frame 75LS03A, 189 cm, Ultra HD 4K, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146483_1.jpg,Clasa F,14999.99,https://www.flanco.ro/televizor-smart-qled-samsung-the-frame-75ls03a-189-cm-ultra-hd-4k.html,0.129,kWh
134,"Televizor Smart QLED, Samsung The Frame 50LS03A, 125 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146483_1_2.jpg,Clasa G,5699.99,https://www.flanco.ro/televizor-smart-qled-samsung-the-frame-50ls03a-125-cm-ultra-hd-4k.html,0.087,kWh
135,"Televizor Smart QLED, Samsung 65QN800A, 163 cm, Ultra HD 8K, Neo QLED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146494-1.jpg,Clasa G,10499.99,https://www.flanco.ro/televizor-smart-qled-samsung-65qn800a-163-cm-ultra-hd-8k-neo-qled.html,0.242,kWh
136,"Televizor Smart OLED, LG OLED55A13LA, 139 cm, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146856-1_1.jpg,Clasa G,6499.99,https://www.flanco.ro/televizor-smart-oled-lg-oled55a13la-139-cm-ultra-hd-4k.html,0.091,kWh
137,"Televizor Smart LED, Sony 55X85J, 139 cm, Ultra HD 4K, Google TV",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147232-1.jpg,Clasa G,5999.99,https://www.flanco.ro/televizor-smart-led-sony-55x85j-139-cm-ultra-hd-4k-google-tv.html,0.102,kWh
138,"Televizor Smart LED, Sony 43X85J, 108 cm, Ultra HD 4K, Google TV",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147232-1_2_1.jpg,Clasa G,4949.99,https://www.flanco.ro/televizor-smart-led-sony-43x85j-108-cm-ultra-hd-4k-google-tv.html,0.064,kWh
139,"Televizor Smart LED Diamant 24HL4330H/B, HD, 60 cm, HDMI, USB, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_diamant_24hl4330h.jpg,Clasa E,699.99,https://www.flanco.ro/televizor-smart-led-diamant-24hl4330h-b-hd-60-cm-hdmi-usb-clasa-e.html,0.028,kWh
140,"Televizor Smart, LG 65UP80003LR, 164 cm, 4K Ultra HD, LED, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_lg_65up80003lr.jpg,Clasa G,3749.99,https://www.flanco.ro/televizor-smart-lg-65up80003lr-164-cm-4k-ultra-hd-led-clasa-g.html,0.123,kWh
141,"Televizor Smart QLED, Samsung 55QN85B, 138 cm, Ultra HD 4K, HDMI, USB, FreeSync, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_qled_samsung_55qn85b_1.jpg,Clasa F,7999.99,https://www.flanco.ro/televizor-smart-qled-samsung-55qn85b-138-cm-ultra-hd-4k-hdmi-usb-freesync-clasa-f.html,0.077,kWh
142,"Televizor Smart QLED, Samsung 65QN85B, 163 cm, Ultra HD 4K, HDMI, USB, FreeSync, Clasa F",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/t/e/televizor_smart_qled_samsung_65qn85b_1.jpg,Clasa E,9999.99,https://www.flanco.ro/televizor-smart-qled-samsung-65qn85b-163-cm-ultra-hd-4k-hdmi-usb-freesync-clasa-f.html,0.101,kWh
143,"Televizor Smart LED, Tesla 43S605BFS, 109 cm, Full HD, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140516-2.jpg,Clasa E,1399.99,https://www.flanco.ro/televizor-smart-led-tesla-43s605bfs-109-cm-full-hd.html,0.04,kWh
144,"Televizor Smart LED, Allview 43ePlay6100-U, 109 cm, Ultra HD 4K, Android",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141655-1.jpg,Clasa G,1699.99,https://www.flanco.ro/televizor-smart-led-allview-43eplay6100-u-109-cm-ultra-hd-4k-android.html,0.066,kWh
145,"Televizor Smart LED, Horizon 43HL6331F/B, 108 cm, Full HD, Clasa E",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141761-1.jpg,Clasa E,1249.99,https://www.flanco.ro/televizor-smart-led-horizon-43hl6331f-b-108-cm-full-hd.html,0.042,kWh
146,"Televizor LED, Horizon 32HL6300H/B, 80 cm, HD Ready",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143480.jpg,Clasa F,1199.99,https://www.flanco.ro/televizor-led-horizon-32hl6300h-b-80-cm-hd-ready.html,0.032,kWh
147,"Televizor Smart LED, Orion 49SA20UHD, 124 cm, Ultra HD 4K, Android",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/4/9/49_uhd_2.jpg,Clasa G,1899.99,https://www.flanco.ro/televizor-smart-led-orion-49sa20uhd-124-cm-ultra-hd-4k-android.html,0.0705,kWh
148,"Televizor Smart LED, Horizon 65HL8530U/B, 164 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144067-1.jpg,Clasa G,2449.99,https://www.flanco.ro/televizor-smart-led-horizon-65hl8530u-b-164-cm-ultra-hd-4k.html,0.109,kWh
149,"Televizor Smart OLED, Sony BRAVIA XR 65A90J, 164 cm, Smart Google TV, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146296-1_1.jpg,Clasa G,18998.99,https://www.flanco.ro/televizor-smart-oled-sony-bravia-xr-65a90j-164-cm-smart-google-tv-ultra-hd-4k.html,0.138,kWh
